organisateur,etat_dossier,description_projet,zone_geo_projet,id_action,nom,description_action,lien_programme,est_dematerialisee,adresse,nom_commune,nom_departement,insee_dep,date_debut,date_fin,type_action_str,est_grand_public,public_cible_str,risque_cible_str,est_atelier_jeux,est_atelier_sensibilisation,est_conference,est_exercice_de_gestion_de_crise,est_exposition,est_formation,est_reunion_d_information,est_spectacle,est_visite_en_plein_air,est_visite_en_interieur,est_autre,est_tous_public,est_famille,est_jeune_public,est_seniors,est_risques_naturels,est_risques_technologiques,est_inondations,est_feux_de_foret,est_tempete_cyclone,est_seisme,est_eruption_volcanique,est_mouvement_de_terrain,est_risques_littoraux,est_avalanche,est_radon,est_accidents_industriels,est_accidents_nucleaires,est_rupture_de_barrage,est_transport_de_matieres_dangereuses,lat,lon
"A Champ, la démocratie",accepte,"Réalisation d'un Ppt sur les risques technologiques et naturels existants sur la commune. Sollicitation d'habitants en fonction des quartiers et immeubles de la commune pour être des relais d'information. Distribution d'un ""papier"" recto verso à l'occasion du forum des associations le samedi 9 septembre demandant les idées et avis de la population pour renforcer la communication sur les risques.",38-ISERE,13658190_A_1,Distribution d'un papier d'information sur les risques locaux,Au forum des associations nous tiendrons un stand et mettrons à la disposition du public des informations sur tous les risques auxquels sont exposés la population de la commune. Cette action a été choisie compte tenu de l'accident intervenu ssite d'Arkema le 10 novembre 2022 et l'analyse réalisée par l'Irma mettant en évidence l'insuffisance de l'information concernant 60%  de la population. Notamment les nouveaux arivants (moins d'un an). Le forum sera l'occasion de toucher un public jeune.,,False,Gymnase de Champ sur Drac à l'occasion du forum.  ,Champ-sur-Drac,Isère,38,2023-08-23,2023-10-31,"Autre, Atelier sensibilisation",True,Tous publics,"Inondations, Mouvement de terrain, Inondations, Mouvement de terrain",False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,,
"A Champ, la démocratie",accepte,"Réalisation d'un Ppt sur les risques technologiques et naturels existants sur la commune. Sollicitation d'habitants en fonction des quartiers et immeubles de la commune pour être des relais d'information. Distribution d'un ""papier"" recto verso à l'occasion du forum des associations le samedi 9 septembre demandant les idées et avis de la population pour renforcer la communication sur les risques.",38-ISERE,13658190_A_2,Réalisation d'un Ppt détaillant les risques,"A partir de documents existants (notamment du DICRIM) et accidents technologiques (explosions suivi d'un incendie) chez Arkema et un événement climatique exceptionnel (chute de neige très abondante) et l'intégration des évolutions climatiques (sécheresse, .............)",,False,1 bis cité du coût  ,Champ-sur-Drac,Isère,38,2023-08-10,2023-08-23,Autre,False,Autres,"Inondations, Feux de forêt, Inondations, Feux de forêt",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,45.077861,5.732709437450307
"A Champ, la démocratie",accepte,"Réalisation d'un Ppt sur les risques technologiques et naturels existants sur la commune. Sollicitation d'habitants en fonction des quartiers et immeubles de la commune pour être des relais d'information. Distribution d'un ""papier"" recto verso à l'occasion du forum des associations le samedi 9 septembre demandant les idées et avis de la population pour renforcer la communication sur les risques.",38-ISERE,13658190_A_3,Séances de sensibilisation d'habitants volontaires,"Utilisation des documents réalisés, notamment projection, pour susciter des questions, répondre aux interrogations, indiquer les documents publics disponibles. A l'issue de ces séances et en fonction de la motivation exprimée, proposer aux volontaires éventuels de s'adresser à la mairie pour intégrer la réserve communale de sécurité civile.",,False,Salles communales ,Champ-sur-Drac,Isère,38,2023-08-23,2023-10-31,Atelier sensibilisation,False,Autres,"Feux de forêt, Inondations, Mouvement de terrain, Feux de forêt, Inondations, Mouvement de terrain",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,False,True,True,,
HCI DIgital Services,en_construction,zzzapp est une application mobile disponible gratuitement pour les citoyens afin de les inciter à faire les bons gestes quotidiennement pour lutter contre les eau stagnantes. Les collectifs peuvent ainsi suivre l'acculturation de leur population.,Zone FRANCE,13692708_A_1,Téléchargement de l'application zzzapp ,Téléchargement de l'application zzzapp et utilisation afin de signaler en temps réel son ressenti sur la nuisance des moustiques,zzzapp.fr,True,,,,,2023-06-08,2023-12-31,Formation,True,Tous publics,Inondations,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
,refuse,Distribution de guide en cas de risques cycloniques et distribution de livrets sur l'environnement afin de comprendre les risques naturels liés au changement climatique.,971-GUADELOUPE,13712398_C_1,Guide de la prévention cyclonique,Distribution dans les lycées des guides de la prévention cyclonique,,False,pointe à bacchus 97170 Petit-Bourg,Petit-Bourg,Guadeloupe,971,2023-10-01,2023-10-20,Formation,True,"Tous public, Jeune public","Inondations, Tempête/cyclone, Séisme, Mouvement de terrain, Éruption volcanique, Feux de forêt, Risques littoraux",False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,16.2061935,-61.5919077
,refuse,Distribution de guide en cas de risques cycloniques et distribution de livrets sur l'environnement afin de comprendre les risques naturels liés au changement climatique.,971-GUADELOUPE,13712398_C_2,Guide de la prévention cyclonique,Distribution dans les lycées des guides de la prévention cyclonique,,False,Chemin de Convenance 97122 Baie-Mahault,Baie-Mahault,Guadeloupe,971,2023-10-01,2023-10-20,Formation,True,"Tous public, Jeune public","Inondations, Tempête/cyclone, Séisme, Mouvement de terrain, Éruption volcanique, Feux de forêt, Risques littoraux",False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,16.2377753,-61.6029393
Centre nucléaire de production d'électricité de Civaux,accepte,"Conférence sur le fonctionnement de la centrale de Civaux, les risques industriels associées, les moyens mis en oeuvre pour s'en prémunir ou les gérer",86-VIENNE,13715557_A_1,Conférence - Sûreté et gestion du risque nucléaire,"Conférence sur le fonctionnement de la centrale de Civaux, les risques industriels associées, les moyens mis en oeuvre pour s'en prémunir ou les gérer",edf.fr/civaux,False,Espace EDF Odysselec - CNPE de Civaux - 86320 CIVAUX,Civaux,Vienne,86,2023-10-13,2023-10-13,Conférence,True,Tous publics,"Inondations, Tempête/cyclone, Séisme, Mouvement de terrain, Éruption volcanique, Feux de forêt, Risques littoraux",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,,
Association Globe All Risks,accepte,"Stand de sensibilisation aux risques majeurs (inondation et feux de forêt) sur le campus de l'Université Paul Valéry Montpellier 3 (stand avec animations, 1 action avec plusieurs activités, 15 étudiants spécialisés animateurs du master GCRN)",34-HERAULT,13715293_A_1,Journée de la Résilience 2023,"Sensibilisation aux risques majeurs sur le campus de l'Université Paul Valéry Montpellier 3 (stand avec animations, 1 action avec plusieurs activités, 15 étudiants spécialisés animateurs du master GCRN) : 1.	Cartographie participative. Sur le stand mis en place à la faculté pour la journée ""tous résilients face aux risques"", il s'agira de proposer aux étudiants une cartographie de Montpellier sur laquelle ils pourront placer leurs lieux de vie, de loisirs, etc... (sur une carte imprimée collée sur du carton plume), puis de superposer à l'aide de calques les zones à risques (inondations, etc...) afin de leur apporter une connaissance des risques et tester leurs perceptions. 2.	Quizz. Sur le stand mis en place à la faculté pour la journée ""tous résilients face aux risques"", sera proposer un Quizz de culture G sur les risques naturels en France, à l’image d’un “le saviez-vous”. Cette action permettra d'aborder la question primordiale de la connaissance des risques sous un prisme ludique. 3.	Sac d’urgence.Sur le stand mis en place à la faculté pour la journée ""tous résilients face aux risques"", sera proposer un jeu à temps limité pour préparer un sac d’urgence en cas de crise (reprenant la liste mise à disposition par le site du Gouvernement. Cette action permettra d'aborder la question primordiale préparation face à n’importe qu’elle crise sous un prisme ludique. 4.	Qui sommes-nous ? Sur le stand mis en place à la faculté pour la journée ""tous résilients face aux risques"", seront présentés le master et ses actions. Y seront mis en valeur ses relations avec le monde des risques pour mettre en lumière la véritable prise en compte de la gestion des risques en France. 5.	Publication sur les réseaux sociaux des actions qui seront menées au cours de la journée (Instagram, Facebook, LinkedIn) Des publications à J-7 et J-1 sont prévues avec une image portant le message de présentation suivant : « Pour limiter les impacts des aléas naturels, l'UNESCO lance la journée internationale pour la prévention des catastrophes naturelles. Profitez-en pour vous renseigner auprès de vos communes. Ou venez nous rejoindre sur notre stand ce 13 Octobre sur le campus de l'Université Paul Valery » Des extraits vidéos et photos du stand et différentes activités seront réalisés le 13 Octobre.",https://storymaps.arcgis.com/stories/ddef5d2f799d4b8a809889d9cd143518,False,Route de Mende 34090 Montpellier,Montpellier,Hérault,34,2023-10-13,2023-10-13,"Atelier sensibilisation, Atelier Jeux",True,Tous publics,"Inondations, Feux de forêt",True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,43.6239979,3.8717133
ASSOCIATION DEPARTEMENTALE DES RADIOAMATEURS AU SERVICE DE LA SECURITE CIVILE (ADRASEC 60),accepte,utilisation d'un réseau radio autonome via des radioamateurs sur l'ensemble du département de l'Oise en cas de coupure des réseaux de télécommunications traditionnels  pour exemple aux intempéries mais aussi en moyen supplémentaire si besoin.,60-OISE,13735358_A_1,Exercice délestage radio,Passage de message via le réseau radio ROZ@OISE depuis le CODIS60 vers la préfecture mais aussi les centres de secours de Creil Compiègne et éventuellement Beauvais.,,True,,,,,2023-10-13,2023-10-13,Exercice de gestion de crise,False,Autres,"Tempête/cyclone, Inondations",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
federation francaise de prevention des risques domestiques,en_instruction,"Suite au partenariat cadre sur la prévention des risques avec la Polynésie française, nous avons développer des outils de notre univers Bilou le Casse Cou afin de parler aux enfants des comportements idoine a adopter en cas de risques majeurs (tsunami et cyclone). Ce projet qui prend naissance en Polynésie sera comme l'ensemble de nos projets transposables à l'ensemble de l'outre mer car relevant des memes problématiques, contextualisé à l'outre mer et numérique donc facilement utilisable et acheminante sans frais de transport (bateau...) limitant ainsi les freins à l'utilisation.",987-POLYNESIE FRANCAISE,13735971_A_1,Déploiement d'outils (affiches et brochures) parlant des risques majeurs en outre mer (lancement Octobre 2023 en Polynesie),"Depuis 4 ans nous déployons des projets avec la DGEE et le gouvernement de la Polynésie sur la prévention des risques en conceptualisant nos outils métropolitains pour l'outre mer. Suite aux rencontres avec les cadres de l'éducation du Pays, nous répondons cette année à la problématique des risques majeurs. Toujours dématérialisée, nos outils sont accessibles gratuitement. Dans un premier temps les visuels permettent aux animateurs de damner aux enfants d'exprimer ce qu'ils voient (se réfugier, présence d'une vague....) afin de verbaliser un vécu et de préparer l'enfant à adopter le comportement idoine à la situation. Ensuite des brochures viennent argumenter l'apport. Accessible dès 3 ans cet outil permet à tous de s'approprier cette apprentissage à la culture du danger. Projet gratuit, téléchargeable et libre de droits. Il sera déployé par les services de la DGEE en Polynésie française. Comme l'ensemble des outils (cf palet) nous traduirons les documents en 5 langues Polynésiennes.",www.ffprd.fr,True,,,,,2023-08-20,2024-08-31,"Atelier sensibilisation, Atelier Jeux, Autre, Formation",True,Tous publics,"Tempête/cyclone, Risques littoraux",True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,
DDT86,accepte,Tenue d'un atelier présentant des Kakémonos et brochures dédiées à la connaissance et mitigation des risques inondation dans le Département de la Vienne.,86-VIENNE,13743530_A_1,salon des maires de la Vienne du 13 octobre 2023,Tenue d'un atelier présentant des Kakémonos et brochures dédiées à la connaissance et mitigation des risques inondation dans le Département de la Vienne.,,False,salon des maires de la vienne,Poitiers,Vienne,86,2023-10-13,2023-10-13,Atelier sensibilisation,False,Elu,Inondations,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
CNPP Entreprise,en_construction,"Reconnue d’utilité publique depuis 1961, CNPP Association regroupe les activités d'intérêt général ainsi que les fonctions supports de CNPP Groupe. Afin de mettre à profit nos compétences et nos expertises nous avons déjà entamé des actions de sensibilisation et d’information dédiées au risque NaTech envers le public professionnel. Le terme NaTech, contraction de « NAturel » et de « TECHnologique », est aujourd’hui communément utilisé pour désigner l’impact qu’une catastrophe naturelle peut engendrer sur une installation industrielle, pouvant porter atteinte aux personnes, aux biens ou à l’environnement.",Zone FRANCE,13743343_A_1,Webinaire : Feux de forêt,"Afin de sensibiliser le public au risque grandissant des feux de forêt et de végétation en France et à l’étranger, nous avons organisé en juillet 2023 un webinaire gratuit et sans inscription dédié à ce type de feux : les mécanismes climatiques qui en sont à l’origine, leur évolution et leurs impacts écologiques.",https://www.cnpp.com/Groupe/Webinaires/,True,,,,,2023-07-10,2023-12-31,Webinaire,True,Tous publics,Feux de forêt,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,
CNPP Entreprise,en_construction,"Reconnue d’utilité publique depuis 1961, CNPP Association regroupe les activités d'intérêt général ainsi que les fonctions supports de CNPP Groupe. Afin de mettre à profit nos compétences et nos expertises nous avons déjà entamé des actions de sensibilisation et d’information dédiées au risque NaTech envers le public professionnel. Le terme NaTech, contraction de « NAturel » et de « TECHnologique », est aujourd’hui communément utilisé pour désigner l’impact qu’une catastrophe naturelle peut engendrer sur une installation industrielle, pouvant porter atteinte aux personnes, aux biens ou à l’environnement.",Zone FRANCE,13743343_A_2,Livre blanc : le risque NaTech,"Cet ouvrage rédigé par notre expert en gestion des risques et préfacé par la MRN (Missions Risques Naturels) est une parfaite porte d’entrée pour en savoir plus sur les risques climatiques qui pèsent sur les installations industrielles et technologiques. À destination d’un public d’industriels, ce livre blanc également adapté à un public moins averti oriente le lecteur vers des actions de prévention et de maîtrise des risques qui menacent les organisations.",https://www.cnpp.com/Groupe/Livres-blancs-et-guides,True,,,,,2023-09-15,2023-12-31,Autre,True,Tous publics,"Inondations, Feux de forêt, Tempête/cyclone, Risques littoraux, Mouvement de terrain, Séisme, Éruption volcanique, Avalanche, Inondations, Feux de forêt, Tempête/cyclone, Risques littoraux, Mouvement de terrain, Séisme, Éruption volcanique, Avalanche",False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,,
CNPP Entreprise,en_construction,"Reconnue d’utilité publique depuis 1961, CNPP Association regroupe les activités d'intérêt général ainsi que les fonctions supports de CNPP Groupe. Afin de mettre à profit nos compétences et nos expertises nous avons déjà entamé des actions de sensibilisation et d’information dédiées au risque NaTech envers le public professionnel. Le terme NaTech, contraction de « NAturel » et de « TECHnologique », est aujourd’hui communément utilisé pour désigner l’impact qu’une catastrophe naturelle peut engendrer sur une installation industrielle, pouvant porter atteinte aux personnes, aux biens ou à l’environnement.",Zone FRANCE,13743343_A_3,"Article de presse dans ""Face au risque""","Le magazine professionnel ""Face au risque"" consacrera un article à la gestion de crise et au PCA dans le cadre des risques climatiques dans son numéro d'octobre ",https://cybel.cnpp.com/Catalogue/magazine-face-au-risque,True,,,,,2023-10-01,2023-10-31,Autre,True,Tous publics,"Inondations, Feux de forêt, Tempête/cyclone, Risques littoraux, Mouvement de terrain, Séisme, Éruption volcanique, Inondations, Feux de forêt, Tempête/cyclone, Risques littoraux, Mouvement de terrain, Séisme, Éruption volcanique",False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,,
CNPP Entreprise,en_construction,"Reconnue d’utilité publique depuis 1961, CNPP Association regroupe les activités d'intérêt général ainsi que les fonctions supports de CNPP Groupe. Afin de mettre à profit nos compétences et nos expertises nous avons déjà entamé des actions de sensibilisation et d’information dédiées au risque NaTech envers le public professionnel. Le terme NaTech, contraction de « NAturel » et de « TECHnologique », est aujourd’hui communément utilisé pour désigner l’impact qu’une catastrophe naturelle peut engendrer sur une installation industrielle, pouvant porter atteinte aux personnes, aux biens ou à l’environnement.",Zone FRANCE,13743343_A_4,Participation au CFPA,"En octobre 2023, CFPA Europe consacrera sa prochaine commission aux risques naturels et aux solutions de prévention qui existent. En tant que membre actif et permanent de l’association et grâce au concours de Guillaume Becker, consultant en gestion des risques et des crises, CNPP prendra part à cet évènement pour présenter ses solutions d’accompagnement et d’évaluation des risques NaTech qui sont considérées comme des menaces émergentes.",,True,,,,,2023-10-09,2023-10-12,"Autre, Réunion d'information",False,Autres,"Inondations, Feux de forêt, Tempête/cyclone, Risques littoraux, Mouvement de terrain, Séisme, Éruption volcanique",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,
CNPP Entreprise,en_construction,"Reconnue d’utilité publique depuis 1961, CNPP Association regroupe les activités d'intérêt général ainsi que les fonctions supports de CNPP Groupe. Afin de mettre à profit nos compétences et nos expertises nous avons déjà entamé des actions de sensibilisation et d’information dédiées au risque NaTech envers le public professionnel. Le terme NaTech, contraction de « NAturel » et de « TECHnologique », est aujourd’hui communément utilisé pour désigner l’impact qu’une catastrophe naturelle peut engendrer sur une installation industrielle, pouvant porter atteinte aux personnes, aux biens ou à l’environnement.",Zone FRANCE,13743343_A_5,Partenariat CNPP / MRN,CNPP et MRN (Mission Risques Naturels) signent un partenairat,https://www.cnpp.com/,False,Route de la Chapelle-Réanville 27950 Saint-Marcel,Saint-Marcel,Eure,27,2023-10-03,2023-10-03,Autre,False,"Autres, Salarié","Feux de forêt, Inondations, Tempête/cyclone, Risques littoraux, Mouvement de terrain, Séisme, Éruption volcanique, Avalanche",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,49.0939392,1.4215753
CNPP Entreprise,en_construction,"Reconnue d’utilité publique depuis 1961, CNPP Association regroupe les activités d'intérêt général ainsi que les fonctions supports de CNPP Groupe. Afin de mettre à profit nos compétences et nos expertises nous avons déjà entamé des actions de sensibilisation et d’information dédiées au risque NaTech envers le public professionnel. Le terme NaTech, contraction de « NAturel » et de « TECHnologique », est aujourd’hui communément utilisé pour désigner l’impact qu’une catastrophe naturelle peut engendrer sur une installation industrielle, pouvant porter atteinte aux personnes, aux biens ou à l’environnement.",Zone FRANCE,13743343_A_6,Les Rencontres CNPP & Face au Risque,"Les Rencontres CNPP & Face au Risque consacrent leur 3e édition aux risques émergents avec une attention particulière aux menaces climatiques. Cette manifestation mobilise un panel d’organisations et d’intervenants d’horizons et de domaines différents, mais œuvrant tous pour une meilleure prévention des risques au quotidien. Ces rencontres seront rythmées par des conférences, des témoignages, des tables rondes et des séances de questions/réponses avec le public.",https://www.cnpp.com/,False,Route de la Chapelle-Réanville 27950 Saint-Marcel,Saint-Marcel,Eure,27,2023-11-21,2023-11-21,"Conférence, Atelier sensibilisation, Réunion d'information, Visite en plein air, Visite en intérieur, Autre",False,"Elu, Salarié, Autres","Feux de forêt, Inondations, Tempête/cyclone, Risques littoraux, Mouvement de terrain, Séisme, Éruption volcanique, Feux de forêt, Inondations, Tempête/cyclone, Risques littoraux, Mouvement de terrain, Séisme, Éruption volcanique",False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,49.0939392,1.4215753
CNPP Entreprise,en_construction,"Reconnue d’utilité publique depuis 1961, CNPP Association regroupe les activités d'intérêt général ainsi que les fonctions supports de CNPP Groupe. Afin de mettre à profit nos compétences et nos expertises nous avons déjà entamé des actions de sensibilisation et d’information dédiées au risque NaTech envers le public professionnel. Le terme NaTech, contraction de « NAturel » et de « TECHnologique », est aujourd’hui communément utilisé pour désigner l’impact qu’une catastrophe naturelle peut engendrer sur une installation industrielle, pouvant porter atteinte aux personnes, aux biens ou à l’environnement.",Zone FRANCE,13743343_A_7,Réunion d’information et de sensibilisation pour les commissaires enquêteurs régionaux,"Présentation des activités CNPP et sensibilisation des commissaires enquêteurs au risques Naturels et technologiques. Conférence « Prévenir l’impact d’un aléa naturel sur une installation classée », sensibilisation au risque liés aux panneaux photovoltaïques, démonstration BLEVE",,False,Route de la Chapelle-Réanville 27950 Saint-Marcel,Saint-Marcel,Eure,27,2023-10-24,2023-10-24,Réunion d'information,False,Autres,"Inondations, Mouvement de terrain, Risques littoraux, Tempête/cyclone, Feux de forêt, Séisme, Éruption volcanique, Inondations, Mouvement de terrain, Risques littoraux, Tempête/cyclone, Feux de forêt, Séisme, Éruption volcanique",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,49.0939392,1.4215753
Préfecture des Alpes-Maritimes,accepte,"  Nous proposons d'organiser une exposition de photos au sein du centre administratif départemental des Alpes-Maritimes (CADAM) la semaine du 10 octobre.  L'objectif est de sensibiliser les usagers venant à la préfecture mais également les personnes travaillant au sein du CADAM en sélectionnant une série de photos emblématiques de la gestion de crise maralpine (exercices, tempête Alex, centre opérationnel départemental, etc.) et de l'information préventive (journée départementale des risques majeurs, séminaires, etc.)  Plusieurs kakémonos pourront venir compléter cette exposition photos.",06-ALPES MARITIMES,13322807_A_1,Exposition photos,"  Nous proposons d'organiser une exposition de photos au sein du centre administratif départemental des Alpes-Maritimes (CADAM) la semaine du 10 octobre.  L'objectif est de sensibiliser les usagers venant à la préfecture mais également les personnes travaillant au sein du CADAM en sélectionnant une série de photos emblématiques de la gestion de crise maralpine (exercices, tempête Alex, centre opérationnel départemental, etc.) et de l'information préventive (journée départementale des risques majeurs, séminaires, etc.)  Plusieurs kakémonos pourront venir compléter cette exposition photos.",,False,147 Boulevard du Mercantour 06200 Nice,Nice,Alpes-Maritimes,06,2023-10-09,2023-10-20,Exposition,True,Tous publics,"Inondations, Inondations",False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,43.6803824,7.1995514
Préfecture des Alpes-Maritimes,accepte,"  Organiser une visite du centre opérationnel départemental (COD) de la préfecture des Alpes-Maritimes.  Nous souhaitons proposer aux cadres d'astreintes des collectivités territoriales, des opérateurs publics et privés ou encore à des étudiants (en master gestion des risques/gestion de crise) de visiter le COD situé au sein du service interministériel de défense et de protection civiles (SIDPC) de la préfecture.",06-ALPES MARITIMES,13757306_A_1,Visites du COD,"  Organiser une visite du centre opérationnel départemental (COD) de la préfecture des Alpes-Maritimes.  Nous souhaitons proposer aux cadres d'astreintes des collectivités territoriales, des opérateurs publics et privés ou encore à des étudiants (en master gestion des risques/gestion de crise) de visiter le COD situé au sein du service interministériel de défense et de protection civiles (SIDPC) de la préfecture.",,False,147 Boulevard du Mercantour 06200 Nice,Nice,Alpes-Maritimes,06,2023-10-02,2023-10-31,Visite en intérieur,False,"Elu, Scolaire, Autres","Inondations, Risques littoraux, Mouvement de terrain, Inondations, Risques littoraux, Mouvement de terrain",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,True,True,43.6803824,7.1995514
Préfecture des Alpes-Maritimes,accepte,"Cette journée, pilotée par la préfecture (SIDPC) et mise en place depuis 2016 à la suite des intempéries survenues dans le département le 3 octobre 2015, a pour objectifs de développer la culture du risque sur notre territoire et de sensibiliser la population aux risques majeurs.  L’édition 2023 aura lieu sur les communes de Nice et d'Antibes, les 3 et 20 octobre 2023 et porteront sur une thématique multirisques. Le public visé est un public scolaire, les classes de CM1/CM2 des établissements scolaires se trouvant à proximité des deux sites.  Les autorités (maire et corps préfectoral) seront présents. La presse sera également invitée à couvrir cette journée. La préfecture dispose notamment d’un partenariat avec le média France Bleu Azur et France 3. En effet, depuis plusieurs années déjà, la radio programme une matinale dédiée aux risques majeurs en invitant plusieurs acteurs locaux chargés de cette thématique, et est présente sur place afin de réaliser des prises de vues. À ce titre, une autorisation des parents d’élèves sera exigée pour que les enfants soient filmés et/ou photographiés.  Les services associés à cette journée sont : Éducation nationale (DSDEN), Direction départementale des territoires et de la mer (DDTM), Service départemental d’incendie et de secours des Alpes-Maritimes (SDIS06), Syndicat mixte inondation, aménagement et gestion de l’eau maralpin (SMIAGE), Association Cyprès, Météo France et AFPCNT",06-ALPES MARITIMES,13757672_C_1,JDRM ,"Cette journée, pilotée par la préfecture (SIDPC) et mise en place depuis 2016 à la suite des intempéries survenues dans le département le 3 octobre 2015, a pour objectifs de développer la culture du risque sur notre territoire et de sensibiliser la population aux risques majeurs.  L’édition 2023 aura lieu sur les communes de Nice et d'Antibes, les 3 et 20 octobre 2023 et porteront sur une thématique multirisques. Le public visé est un public scolaire, les classes de CM1/CM2 des établissements scolaires se trouvant à proximité des deux sites.  Les autorités (maire et corps préfectoral) seront présents. La presse sera également invitée à couvrir cette journée. La préfecture dispose notamment d’un partenariat avec le média France Bleu Azur et France 3. En effet, depuis plusieurs années déjà, la radio programme une matinale dédiée aux risques majeurs en invitant plusieurs acteurs locaux chargés de cette thématique, et est présente sur place afin de réaliser des prises de vues. À ce titre, une autorisation des parents d’élèves sera exigée pour que les enfants soient filmés et/ou photographiés.  Les services associés à cette journée sont : Éducation nationale (DSDEN), Direction départementale des territoires et de la mer (DDTM), Service départemental d’incendie et de secours des Alpes-Maritimes (SDIS06), Syndicat mixte inondation, aménagement et gestion de l’eau maralpin (SMIAGE), Association Cyprès, Météo France et AFPCNT",,False,67 Avenue Cyrille Besset 06100 Nice,Nice,Alpes-Maritimes,06,2023-10-20,2023-10-20,"Atelier Jeux, Atelier sensibilisation",False,Scolaire,"Inondations, Feux de forêt, Séisme",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,43.7178182,7.2544268
